water_source_type,inspecting_agency,inspection_date,region,district,source_name,nearest_settlement_name,establishing_agency,date_source_established,latitude,longitude,permanent,functioning,reason_for_non_functioning,management_type,wsc_date_of_establishment,cost_of_water_for_humans,name_of_operator,operator_contact_number,last_intervention_description,last_intervention_date
Dug Well,SWALIM_WSIS,2008-05-27,Bari,Bossaso,Husbaal,,,,11.2331,49.1982,Yes,Yes,,,,,,,,
Dug Well,SWALIM_HGS,2012-02-02,Nugaal,Garoowe,Sinujif 5,,,,8.6111,48.9327,,Yes,,,,,,,,
Dug Well,SWALIM Archives,2004-07-05,Bakool,Waajid,War riibay,,,28-04-05,3.6634,43.4513,No,Yes,,Community,,,Yes,,,2005-06-26
Dug Well,SWALIM Archives,2004-07-05,Bakool,Waajid,War Mareere,,,08-04-05,3.659,43.4514,No,,,Community,,,Yes,,,2005-06-26
Dug Well,SWALIM Archives,2004-07-04,Bakool,Waajid,Goobo Tuko,,,30-05-05,3.5944,43.4538,No,Yes,,Community,,,Yes,,,2005-06-25
Dug Well,SWALIM Archives,2004-07-04,Bakool,Waajid,Aluunge,,,28-04-05,3.6087,43.4612,No,Yes,,Community,,,Yes,,,2005-06-25
Dug Well,SWALIM_WSIS,2009-08-17,Bakool,Waajid,Ibrahim Kolow,,,,3.7292,43.4773,Yes,Yes,,,,,,,,1991-01-24
Dug Well,SWALIM_WSIS,2008-05-26,Awdal,Borama,Laasdhiig 1,,,,9.976,43.2151,Yes,Yes,,,,,,,,2005-01-21
Dug Well,SWALIM Archives,2004-07-22,Bakool,Waajid,War Bangaala gab,,,13-04-05,3.6314,43.4997,No,Yes,,Community,,,Yes,,,2005-06-26
Dug Well,SWALIM Archives,2004-07-05,Bakool,Waajid,War Yoray,,,28-04-05,3.6575,43.5171,No,Yes,,Community,,,Yes,,,2005-06-13
Dug Well,SWALIM_WSIS,2008-05-28,Bari,Bossaso,Hasha Cad,Qaw,,,11.2312,49.0511,,Yes,,,,,,,,
Dug Well,SWALIM Archives,2004-06-28,Bakool,Waajid,Gubey,,Community,24-06-05,4.0996,43.1004,Yes,Yes,,,,,Yes,,,
Dug Well,SWALIM Archives,2004-08-17,Bakool,Waajid,War towsile,,,25-05-05,3.9853,43.1096,No,Yes,,Community,,,Yes,,,2005-06-26
Dug Well,SWALIM Archives,2004-08-17,Bakool,Waajid,War/mad abdi,,,31-05-05,3.992,43.1184,No,Yes,,Community,,,Yes,,,2005-06-26
Dug Well,SWALIM Archives,2004-08-18,Bakool,Waajid,Orogley,,,28-05-05,3.9873,43.1325,No,Yes,,Community,,,Yes,,,2005-06-26
Dug Well,SWALIM Archives,2004-06-28,Bakool,Waajid,war Weyne,,,07-05-05,4.0659,43.1332,No,Yes,,Community,,,Yes,,,2005-06-25
Dug Well,SWALIM Archives,2004-06-28,Bakool,Waajid,War Yaroy,,,07-05-05,4.0673,43.1334,No,Yes,,Community,,,Yes,,,2005-06-25
Dug Well,SWALIM_WSIS,2008-05-21,Awdal,Borama,Carro Cad 2,Carro Cad,,,10.08,43.0773,Yes,Yes,,,,,,,,
Dug Well,SWALIM Archives,2004-08-17,Bakool,Waajid,War Wabiyow,,,18-05-05,4.0078,43.1482,No,Yes,,Community,,,Yes,,,2005-06-26
Dug Well,SWALIM Archives,2005-05-10,Bakool,Waajid,Abaqle 1,,,,4.01076,43.1865,No,Yes,,,,,Yes,,,
Dug Well,SWALIM Archives,2004-05-13,Bakool,Waajid,El Yantaarow,,Community,,3.9924,43.2062,No,No,,,,,Yes,,,
Dug Well,SWALIM Archives,2005-06-01,Bakool,Waajid,Dhayaal,,,15-05-05,4.0885,43.2108,No,Yes,,community,,,Yes,,,2005-06-21
Dug Well,SWALIM Archives,2004-06-01,Bakool,Waajid,War Jirow,,,18-05-05,4.0251,43.2118,No,Yes,,community,,,Yes,,,2005-06-23
Dug Well,SWALIM Archives,2004-08-17,Bakool,Xudur,War bukurey,,,07-05-05,4.0033,43.7477,No,Yes,,Community,,,Yes,,,2005-06-26
Dug Well,SWALIM Archives,2004-06-01,Bakool,Waajid,Hinshilow,,,21-05-05,4.08108,43.2119,No,Yes,,community,,,Yes,,,2005-06-23
Dug Well,SWALIM Archives,2004-06-27,Bakool,Waajid,Higle,,Community,25-06-05,4.2829,43.2246,Yes,Yes,,,,,Yes,,,
Dug Well,SWALIM Archives,2004-06-01,Bakool,Waajid,War wun khamusle,,,15-05-05,4.04,43.2293,No,Yes,,community,,,Yes,,,2005-06-23
Dug Well,SWALIM Archives,2004-06-14,Bakool,Waajid,War Iska,,,31-05-05,3.9901,43.2355,No,Yes,,Community,,,Yes,,,2005-06-26
Dug Well,SWALIM Archives,2004-05-25,Bakool,Waajid,Isheedoy,,,21-05-05,4.13947,43.2465,No,Yes,,community,,,Yes,,,2005-06-25
Dug Well,SWALIM_WSIS,2008-05-31,Bari,Bossaso,Maryamo Abdi,Rixiis,,,11.2882,49.1904,Yes,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2009-10-17,Gedo,Garbahaarey,Burdhubo,B/Dhubo,,,3.1,42.5,Yes,Yes,,,,,,,,2004-02-10
Dug Well,SWALIM_WSIS,2008-05-26,Awdal,Borama,Laasdhiig 3,Boorame,AFREC - Africa Rescue Committee, 1/21/2007,9.9765,43.214,Yes,Yes,,,,,,,,
Borehole,Somaliland_MoWRD,2019-11-23,Woqooyi Galbeed,Hargeisa,Sbibh4,Jaleelo,Private,,9.7512,44.2691,Yes,Yes,,Private/Individual,,,,,,
Borehole,Somaliland_MoWRD,2019-11-23,Woqooyi Galbeed,Hargeisa,SBIbh3,Jaleelo,Private,24-11-12,9.7515,44.2691,Yes,Yes,,Private/Individual,,,,,,
Dug Well,SWALIM Archives,2004-05-05,Bakool,Waajid,Buurdhuhunle,,Community,,4.055,43.2537,No,Yes,,,,,Yes,,,
Borehole,Somaliland_MoWR,2014-01-19,Woqooyi Galbeed,Hargeisa,SBI BH2,Jaleelo,SBI company,01-06-08,9.7516,44.2692,Yes,Yes,,Private,,,,,,
Dug Well,SWALIM Archives,2004-05-23,Bakool,Waajid,Liskow,,Community,24-06-05,4.0549,43.2539,Yes,Yes,,,,,Yes,,,
Dug Well,SWALIM_WSIS,2009-08-03,Bakool,Xudur,Dhay Dhay,,, 1/23/2005,4.0208,44.0227,Yes,Yes,,,,,,,,2007-01-23
Borehole,Somaliland_MoWRD,2019-11-23,Woqooyi Galbeed,Hargeisa,Sbibh2,Jaleelo,Private,24-11-08,9.7529,44.2711,Yes,Yes,,Private/Individual,,,,,,
Dug Well,SWALIM_WSIS,2008-05-19,Awdal,Borama,AF Doox 2,Boon,,,10.2012,43.0467,Yes,Yes,,,,,,,,
Borehole,Somaliland_MoWR,2014-01-19,Woqooyi Galbeed,Hargeisa,SBI BH1,Jaleelo,SBI company,01-06-08,9.7528,44.2713,Yes,Yes,,Private,,,,,,
Borehole,Somaliland_MoWRD,2019-10-04,Woqooyi Galbeed,Hargeisa,Adnanbh,Jaleelo,Private,05-10-12,9.749,44.2714,Yes,Yes,,Private/Individual,,0.05,,,,
Borehole,Somaliland_MoWR,2014-01-20,Woqooyi Galbeed,Hargeisa,Xunbo Weyne community BH,Xunboweyne,Kuwait Government,01-06-07,9.8082,44.278,No,No,,Public,,,,,Full Rehabilitation and Solar pump installation,2012-07-04
Borehole,Somaliland_MoWRD,2019-10-04,Woqooyi Galbeed,Hargeisa,Rabley BH1,Rablay,Private,23-10-04,9.7368,44.2799,No,Abandoned,There's is no generator,Private/Individual,,0.04,,,,
Borehole,Somaliland_MoWR,2013-12-31,Woqooyi Galbeed,Hargeisa,Idris Farm,Jaleelo,Private,01-06-08,9.7606,44.2831,Yes,Yes,,Private,,,,,,
Borehole,SWALIM_HGS,2011-12-20,Woqooyi Galbeed,Hargeisa,qoolcaday,,,,9.0882,44.19168,,No,,,,,,,,
Borehole,Somaliland_MoWR,2014-01-19,Woqooyi Galbeed,Hargeisa,Cabdilaahi Xirsi Farm,Jaleelo,Private,01-06-11,9.7606,44.2847,Yes,Yes,,Private,,,,,,
Borehole,Somaliland_MoWR,2014-01-20,Woqooyi Galbeed,Hargeisa,Xunboweyne BH8,Xunboweyne,SCRS Abu DUBAI,01-06-12,9.8082,44.2861,No,Yes,,Public,,,,,,
Borehole,Somaliland_MoWRD,2019-10-04,Woqooyi Galbeed,Hargeisa,Rablaybh2,Rablay,Community,04-10-19,9.7216,44.2892,Yes,Abandoned,Dry the problem is geophysical study,Communal,,,,,,
Dug Well,SWALIM_WSIS,2009-07-30,Bakool,Xudur,Hassan Suubow,,,,4.1875,43.5682,Yes,Yes,,,,,,,,
Borehole,Somaliland_MoWRD,2019-10-04,Woqooyi Galbeed,Hargeisa,Xunbawaynebh6,Xunbawaynebh,SRCS - Somali Red Crescent Society,27-10-15,9.8133,44.2904,No,Abandoned,,,,,,,,
Borehole,Somaliland_MoWR,2014-01-20,Woqooyi Galbeed,Hargeisa,Xunboweyne BH5,Xumboweyne,SCRS Abu DUBAI,01-06-12,9.8168,44.2906,No,No,,Public,,,,,,
Borehole,Somaliland_MoWR,2014-01-20,Woqooyi Galbeed,Hargeisa,Xunboweyne BH7,Xunboweyne,SCRS Abu DUBAI,01-06-12,9.8147,44.2907,No,No,,Public,,,,,,
Borehole,Somaliland_MoWR,2014-01-20,Woqooyi Galbeed,Hargeisa,Xunboweyne BH3,Xumboweyne,SCRS Abu DUBAI,01-06-12,9.8132,44.2911,No,No,,Public,,,,,,
Borehole,Somaliland_MoWR,2014-01-20,Woqooyi Galbeed,Hargeisa,Xunboweyne BH4,Xunboweyne,SCRS Abu DUBAI,01-06-12,9.8184,44.2914,No,No,,Public,,,,,,
Dug Well,SWALIM_WSIS,2008-05-31,Bari,Bossaso,Yusuf Gold,Rixiis,,,11.2887,49.1949,,Yes,,,,,,,,
Dug Well,SWALIM_HGS,2012-02-21,Bari,Bandar Beyla,Dhuur/DHUW068,,,,9.24739,50.60849,,Yes,,,,,,,,2000-03-01
Borehole,Somaliland_MoWRD,2019-10-04,Woqooyi Galbeed,Hargeisa,Jaleelo,Jaleelo,European Union,05-10-09,9.7663,44.292,Yes,Yes,,Communal,,0.05,,,,
Borehole,Somaliland_MoWR,2014-01-19,Woqooyi Galbeed,Hargeisa,Jelaalo Community,Jaleelo,SRCS - Somali Red Crescent Society,01-11-09,9.7661,44.2921,Yes,Yes,,Private,,,,,,
Dam,SWALIM_WSIS,2008-09-06,Woqooyi Galbeed,Gebiley,Gucun Dhaale,Taysa,,,9.5817,43.6521,No,Yes,,,,,,,,
Dug Well,SWALIM_HGS,2012-02-19,Bari,Bandar Beyla,Bandarbayla/BAW065,,,,9.4964,50.81182,,Yes,,,,,,,,2006-11-14
Dug Well,SWALIM_GSA,2017-05-20,Bakool,Xudur,Kawaan Ka Dha,Kawaan Ka Dha,Private,,4.2292,44.0227,,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2009-08-03,Bakool,Xudur,Yookooye,,, 1/23/2008,4.0208,44.1591,Yes,No,,,,,,,,2008-01-23
Borehole,Somaliland_MoWR,2014-01-28,Sool,Caynabo,Oog,Oog,Chinese Government,01-06-86,8.9272,46.6188,Yes,Yes,,Communal,06-04-17,0.1,,,Construction of water points,2017-10-06
Dug Well,SWALIM Archives,2004-06-01,Bakool,Waajid,Madkor mursal,,Community,20-06-05,4.054,43.2542,Yes,Yes,,,,,Yes,,,
Dug Well,SWALIM Archives,2004-05-03,Bakool,Waajid,Ahmed mad askarow,,Community,,4.1216,43.2634,No,No,,,,,Yes,,,
Dug Well,SWALIM Archives,2004-05-31,Bakool,Waajid,warlowiiley,,,02-06-05,4.1186,43.2647,No,Yes,,community,,,Yes,,,2005-06-25
Dug Well,SWALIM Archives,2004-05-30,Bakool,Waajid,war Dhujiile,,,07-04-05,4.09807,43.2683,No,Yes,,community,,,Yes,,,2005-06-25
Dug Well,SWALIM Archives,2004-10-10,Bakool,Waajid,War Dhumiile,,,07-06-05,4.2143,43.2775,No,Yes,,Community,,,Yes,,,2005-06-23
Dug Well,SWALIM Archives,2004-06-13,Bakool,Waajid,War gaduudo,,,15-04-05,4.0428,43.2848,Yes,Yes,,Community,,,Yes,,,2005-06-26
Dug Well,SWALIM Archives,2004-05-03,Bakool,Waajid,Lowiiley 1,,,,3.99534,43.3095,No,Yes,,,,,Yes,,,
Dug Well,SWALIM Archives,2004-06-15,Bakool,Waajid,War Bakole,,,07-05-05,4.1389,43.3226,No,No,,Community,,,Yes,,,2005-06-25
Dug Well,SWALIM Archives,2004-06-13,Bakool,Waajid,Dhifir,,,27-04-05,4.0881,43.3302,No,Yes,,Community,,,Yes,,,2005-06-23
Dug Well,SWALIM Archives,2004-06-14,Bakool,Waajid,Moosin,,,15-05-05,4.0402,43.3414,No,Yes,,Community,,,Yes,,,2005-06-26
Dug Well,SWALIM Archives,2004-06-14,Bakool,Waajid,Dhayaal,,,12-04-05,4.066,43.3422,Yes,Yes,,Community,,,Yes,,,2005-06-26
Dug Well,SWALIM Archives,2004-06-13,Bakool,Waajid,Beriyow,,,18-04-05,4.2065,43.3434,No,Yes,,community,,,Yes,,,2005-06-23
Dug Well,SWALIM Archives,2004-06-13,Bakool,Waajid,War towsiile,,,02-06-05,4.0193,43.3459,No,Yes,,Community,,,Yes,,,2005-06-26
Dug Well,SWALIM_WSIS,2008-06-12,Bari,Caluula,Cali Faarax Tooxin,Tooxin,,,11.7505,51.2557,,,,,,,,,,
Dug Well,SWALIM_WSIS,2009-08-01,Bakool,Xudur,Ceel La Haley2,,, 1/23/1971,4.1458,43.6591,Yes,Yes,,,,,,,,2004-01-23
Dug Well,SWALIM_GSA,2017-05-20,Bakool,Xudur,Moro Gaaby,Moro Gaaby,Private,,4.1875,43.6591,,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2009-08-06,Bakool,Xudur,Luku Guurow,,, 1/23/1970,4.1042,43.75,Yes,Yes,,,,,,,,2005-01-23
Dug Well,SWALIM_GSA,2017-05-20,Bakool,Xudur,Waney,Waney,Private,,4.0625,43.7955,,Yes,,,,,,,,
Dug Well,SWALIM_HGS,2012-02-21,Bari,Bandar Beyla,Dhuur/DHUW069,,,,9.24767,50.60836,,,,,,,,,,2011-11-06
Dug Well,FGS_MoEWR,2019-09-23,Bakool,Xudur,Ceel Adow,usbo Elo,Community, 1/15/2014,4.1225,43.8083,yes,Yes,,, 6/23/2018,,,,Three troughs,2019-09-01
Dug Well,FGS_MoEWR,2019-09-23,Bakool,Xudur,Kulanta,Edayin,Community, 2/18/2013,4.1247,43.8113,yes,Yes,,, 6/23/2018,,,,3 troughs,2019-08-18
Dug Well,SWALIM_GSA,2018-06-06,Bakool,Xudur,Usboeelow SH,Xudur,Community,02-07-05,4.1218,43.8192,Yes,Yes,,Community,,,,,,
Dug Well,BRCiS,2017-06-01,Bakool,Xudur,Weerow/ Hudur,Weerow/ Hudur,,,4.1692,43.8343,,,,,,,,,,
Dug Well,SWALIM_WSIS,2009-08-02,Bakool,Xudur,Baari,,, 1/23/1985,4.0625,43.9773,Yes,Yes,,,,,,,,
Dug Well,SWALIM_GSA,2018-06-06,Bakool,Xudur,Amaari,Xudur,,10-05-05,4.1145,43.1892,Yes,Yes,,Community,,,,,,
Dug Well,SWALIM_GSA,2017-05-14,Bakool,Yeed,Washaqa SH,Washaqa,Community,27-05-05,4.3149,43.0721,Yes,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2009-08-18,Bakool,Yeed,Tereegoy,,, 1/24/1976,3.9792,43.1136,Yes,Yes,,,,,,,,2004-01-24
Dug Well,SWALIM_GSA,2017-05-13,Bakool,Yeed,Quracla SH,Quracla,Community,25-06-05,4.3539,43.1219,Yes,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2009-08-18,Bakool,Yeed,Doonkaa Madi,,,,3.9792,43.1591,Yes,Yes,,,,,,,,
Borehole,SWALIM_HGS,2011-12-22,Woqooyi Galbeed,Hargeisa,gubadle,,,,9.02416,43.97745,,,,,,,,,,
Dug Well,SWALIM_GSA,2017-05-13,Bakool,Yeed,Iskari SH,Iskari,Community,21-06-05,4.405,43.1759,No,Yes,,,,,,,,
Dug Well,SWALIM_GSA,2017-05-13,Bakool,Yeed,Lahelow SH,Lahelow,Community,22-06-05,4.4172,43.2028,Yes,Yes,,,,,,,,
Dug Well,SWALIM_GSA,2017-05-13,Bakool,Yeed,Imilow SH,Imilow,Community,24-06-05,4.3379,43.2248,Yes,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-07-02,Bari,Bandar Beyla,Qoton,Bander Bayle,,,9.5945,50.4709,Yes,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-06-30,Bari,Bandar Beyla,Biyo Gaduud,Xiriiro,,,9.8132,50.5923,Yes,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-07-07,Bari,Bandar Beyla,Dhuur Kore,Dhuur Hoose,,,9.239,50.5899,Yes,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-07-10,Bari,Bandar Beyla,Dhuur Hoose,Dhuur Hoose,,,9.2443,50.6021,Yes,Yes,,,,,,,,
Dug Well,SWALIM_HGS,2012-02-21,Bari,Bandar Beyla,Dhuur 2,,,,9.2477,50.6084,,,,,,,,,,2011-11-06
Dug Well,SWALIM_HGS,2012-02-21,Bari,Bandar Beyla,Dhuur 1,,,,9.2474,50.6085,,Yes,,,,,,,,2000-03-01
Dug Well,SWALIM_HGS,2012-02-19,Bari,Bandar Beyla,Bandarbayla 1,,,,9.4964,50.8118,,Yes,,,,,,,,2006-11-14
Dug Well,SWALIM_HGS,2012-02-19,Bari,Bandar Beyla,Bandarbayla 2,,,,9.4973,50.8127,,Yes,,,,,,,,1998-03-01
Borehole,Somaliland_MoWR,2014-01-20,Woqooyi Galbeed,Hargeisa,Xunboweyne BH1,Xunboweyne,SCRS Abu DUBAI,01-06-12,9.8114,44.2927,No,No,,Public,,,,,,
Borehole,Somaliland_MoWRD,2019-10-03,Woqooyi Galbeed,Hargeisa,Abyanbh,Awbarkhadle,Private,03-10-02,9.6874,44.2999,No,Abandoned,The factory was stoped,Private/Individual,,,,,,
Dug Well,SWALIM_WSIS,2008-05-17,Awdal,Borama,Xariirad,Habaas,,,10.3269,42.8413,Yes,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-05-26,Awdal,Borama,Laasdhiig 2,Boorame,GRC - Germany Red Cross, 1/21/2007,9.9765,43.2142,Yes,Yes,,,,,,,,
Borehole,Somaliland_MoWR,2014-02-04,Woqooyi Galbeed,Hargeisa,Abyan BH2,Aw Barkhadle,,,9.6837,44.3005,Yes,Yes,,Private,,,,,,
Dug Well,SWALIM_WSIS,2008-06-01,Awdal,Baki,Xoorey 1,Xoorey,,,10.1787,43.3688,Yes,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-06-19,Togdheer,Sheikh,Tuulo Dhibiyo Dug Well,,,,10.0645,45.296,,,,,,,,,,
Borehole,Somaliland_MoWRD,2019-10-03,Woqooyi Galbeed,Hargeisa,Afdiinlebh,Awbarkhadle,Private,11-03-18,9.7158,44.3145,Yes,Yes,,Private/Individual,,5,,,,
Borehole,Somaliland_MoWR,2014-02-04,Woqooyi Galbeed,Hargeisa,Daguu BH1,Daguu,IR - Islamic Relief Somalia,01-06-07,9.7784,44.3479,Yes,Yes,,Public,,,,,Changed to solar system,2013-07-05
Dug Well,SWALIM_WSIS,2008-06-17,Bari,Caluula,Dhamasgoy,Cadayaro,,,11.5101,51.096,Yes,Yes,,,,,,,,
Borehole,Somaliland_MoWR,2014-02-04,Woqooyi Galbeed,Hargeisa,Mustafe Cumar,Daguu,ICRC - International Committee of The Red Cross,01-06-13,9.7715,44.3572,Yes,Yes,,Private,,,,,,
Dug Well,SWALIM_WSIS,2008-06-17,Awdal,Borama,Cad Cad 4,Jaaraa Horoto,,,9.8634,43.3265,Yes,Yes,,,,,,,,
Borehole,Somaliland_MoWR,2014-01-28,Woqooyi Galbeed,Hargeisa,Bandarwanaag,Bandarwanaag,Former Somali Government,01-06-83,9.5985,44.392,Yes,Yes,,Public,,,,,,
Borehole,Somaliland_MoWRD,2019-10-12,Woqooyi Galbeed,Hargeisa,Badarwanagbh,Banadarwanag,Private,12-11-09,9.5987,44.3927,Yes,Abandoned,Without generator and pump,Other,,,,,,
Borehole,SWALIM_HGS,2011-12-26,Woqooyi Galbeed,Hargeisa,Abaarso,,,,9.63531,43.88672,,No,,,,,,,,
Borehole,SWALIM_HGS,2012-02-05,Woqooyi Galbeed,Hargeisa,Balliga Cas/B-052,,,,9.79651,44.0937,,,,,,,,,,
Borehole,SWALIM_HGS,2011-12-11,Woqooyi Galbeed,Hargeisa,Diinqal,,,,9.59845,44.39183,,Yes,,,,,,,,
Borehole,SWALIM_HGS,2011-12-22,Woqooyi Galbeed,Hargeisa,gumar,,,,9.11757,43.90091,,No,,,,,,,,
Borehole,SWALIM_HGS,2011-12-23,Woqooyi Galbeed,Hargeisa,Habaas weyne,,,,9.40746,44.03358,,,,,,,,,,
Borehole,SWALIM_HGS,2012-01-02,Woqooyi Galbeed,Hargeisa,hara cadaad,,,,9.58604,43.75792,,,,,,,,,,
Borehole,SWALIM_HGS,2012-02-15,Woqooyi Galbeed,Hargeisa,Jaleelo/B-055,,,,9.76615,44.2921,,Yes,,,,,,,,
Borehole,SWALIM_HGS,2012-02-16,Woqooyi Galbeed,Hargeisa,Jaleelo/B-057,,,,9.752885,44.27123,,Yes,,,,,,,,
Borehole,SWALIM_HGS,2011-12-26,Woqooyi Galbeed,Hargeisa,laan barusayo,,,,9.63235,43.92558,,,,,,,,,,
Borehole,SWALIM_HGS,2011-12-29,Woqooyi Galbeed,Hargeisa,Makhd,Fara weyne,,,9.36049,43.61102,,,,,,,,,,
Borehole,SWALIM_HGS,2012-02-15,Woqooyi Galbeed,Hargeisa,Xumba Weyne/B-056,,,,9.80815,44.27808,,Yes,,,,,,,,
Dug Well,SWALIM_HGS,2012-02-19,Bari,Bandar Beyla,Bandarbayla/BAW066,,,,9.49734,50.81272,,Yes,,,,,,,,1998-03-01
Dug Well,SWALIM_WSIS,2009-08-03,Galgaduud,Cabudwaaq,Laas Xaadow,Bohol,,,5.6771,46.2356,Yes,Yes,,,,,,,,
Dug Well,SWALIM Archives,2005-03-05,Awdal,Baki,BAGW18,,Community,12-06-05,10.0194,43.3669,Yes,Yes,,,,,Yes,,,
Dug Well,Somaliland_MoWRD,2019-12-14,Awdal,Baki,Dharaar waxar,Dharaar waxar,Hargeisa Voluntary Youth Committee,12/14/2019,9.8072,43.3682,yes,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-05-26,Awdal,Borama,Laasdhiig  6,Boorame,AFREC - Africa Rescue Committee, 1/22/2007,9.9769,43.2132,Yes,Yes,,,,,,,,
Dug Well,SWALIM Archives,2005-04-27,Awdal,Baki,BGMW26,,Community,16-06-05,10.0181,43.3672,Yes,Yes,,,,,Yes,,,
Dug Well,SWALIM Archives,2005-04-29,Awdal,Baki,BAGW21,,Community,22-06-05,10.0183,43.3675,Yes,Yes,,,,,Yes,,,
Dug Well,SWALIM Archives,2005-04-28,Awdal,Baki,bgmwxx,,Government,23-06-05,10.0172,43.3686,Yes,Yes,,,,,Yes,,,
Dug Well,SWALIM Archives,2005-04-27,Awdal,Baki,BLFW67,,Community,21-06-05,10.0167,43.3692,Yes,Yes,,,,,Yes,,,
Dug Well,SWALIM Archives,2005-04-27,Awdal,Baki,RHSW42,,Community,21-06-05,9.9522,43.4339,Yes,Yes,,,,,Yes,,,
Dug Well,Somaliland_MoWRD,2019-12-07,Awdal,Baki,Dug Well 2 Baki,Baki,Other,  6/4/2019,10.0281,43.3707,yes,Yes,,, 6/19/1999,0.01,,,,
Dug Well,SWALIM_WSIS,2008-06-22,Bari,Iskushuban,Xandhe Baadaanle,Xandhe,,,10.6965,51.1246,Yes,Yes,,,,,,,,
Dug Well,Somaliland_MoWRD,2019-11-28,Awdal,Baki,Hul xudhuunle shellow,Hul xudhuun,Muslim Aid,11/18/2018,10.3026,43.7546,no,Abandoned,The foolds,,,,,,,
Dug Well,Somaliland_MoWRD,2019-12-07,Awdal,Baki,Dug Well 1Baki,Baki,WV - World Vision,  7/5/1993,10.0268,43.3709,yes,No,"Since april 2019,this shalow the generator stopped function and also  it has no solar system",,,,,,,
Dug Well,SWALIM_WSIS,2008-05-29,Awdal,Baki,Baki 1,Baki Town,COOPI - Cooperazione Internazionale, 1/22/2001,10.0269,43.3709,Yes,Yes,,,,,,,,
Dug Well,SWALIM_HGS,2012-01-16,Awdal,Baki,Baki 3,,,,10.0264,43.3712,,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-05-28,Awdal,Baki,Dhijaamaley,Baki Town,,,10.0068,43.3829,Yes,Yes,,,,,,,,
Dug Well,SWALIM Archives,2005-04-28,Awdal,Baki,BDHW42,,Community,16-06-05,10,43.3836,Yes,Yes,,,,,Yes,,,
Dug Well,SWALIM Archives,2005-04-26,Awdal,Baki,BDHW41,,Community,23-06-05,10.0006,43.3836,Yes,Yes,,,,,Yes,,,
Dug Well,SWALIM_WSIS,2008-05-21,Awdal,Borama,Carro Cad 1,Carro Cad,,,10.0801,43.0778,,,,,,,,,,
Dug Well,SWALIM Archives,2005-04-27,Awdal,Baki,BLFW63,,Community,07-06-05,10.0022,43.3836,Yes,Yes,,,,,Yes,,,
Dug Well,SWALIM Archives,2005-04-28,Awdal,Baki,BLFW60,,Community,21-06-05,10.0014,43.3842,Yes,Yes,,,,,Yes,,,
Dug Well,SWALIM_WSIS,2008-05-21,Awdal,Borama,Buur Galimeys,Qabri Caruureed,,,10.0232,43.0743,Yes,Yes,,,,,,,,
Dug Well,SWALIM Archives,2005-04-27,Awdal,Baki,RADW4,,Community,29-05-05,9.9844,43.4025,Yes,Yes,,,,,Yes,,,
Dug Well,SWALIM_HGS,2012-01-16,Awdal,Baki,Dhuxunka,,,,9.878,43.4058,,Yes,,,,,,,,1975-11-03
Dug Well,SWALIM_WSIS,2008-06-02,Awdal,Baki,Carro Weyne 2,Carro Weyne,,,10.2806,43.4121,Yes,Yes,,,,,,,,
Dug Well,SWALIM_GSA,2017-12-05,Bakool,Ceel Barde,OudheerSH,oowdhere,Private,08-07-05,4.8235,43.6609,Yes,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-05-13,Awdal,Baki,Xuur Dhagaxley,Sheed Dheer,COOPI - Cooperazione Internazionale, 1/23/2002,10.2485,43.6481,Yes,Yes,,,,,,,,
Dug Well,SWALIM_HGS,2012-01-30,Awdal,Baki,Tuurka/W-039,,,,10.28652,43.72975,,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-05-26,Awdal,Borama,Laasdhiig 4,Boorame,GRC - Germany Red Cross, 1/21/2007,9.9769,43.2137,Yes,Yes,,,,,,,,
Dug Well,Somaliland_MoWRD,2019-12-01,Awdal,Baki,Osali shellow well,Osali,ADRA - Adventist Development Relief Agency,12-11-18,10.4297,43.704,yes,Abandoned,The rains seasons is collabed,, 6/28/2014,,,,,
Dug Well,Somaliland_MoWRD,2019-11-28,Awdal,Baki,Tuurka Dug Well,Tuurka,WV - World Vision, 6/14/2016,10.2837,43.7287,yes,Yes,,,,,,,Rehabilitation of pipeline of twon,2018-07-18
Dam,SWALIM_WSIS,2008-06-19,Woqooyi Galbeed,Gebiley,Mashruuca 1,Kala Baydh,,,9.6406,43.392,No,Yes,,,,,,,,
Dug Well,SWALIM_WSIS,2008-06-16,Bari,Bossaso,Dolcadaale 1,Kobdhexaad,,,10.5285,49.549,Yes,Yes,,,,,,,,
Dug Well,SWALIM_HGS,2012-01-30,Awdal,Baki,Tuurka/W-039,,,,10.2865,43.7298,,Yes,,,,,,,,
